연번,연도,작전명,횟수,죄명(한글),"참여기관(기본 한글, 저명한 기관만 영문)",참여국가(한글),내용,출처,,,,,
378,2022,Operation Chakra-III,1,"컴퓨터사기, 불법 금융거래, 신분도용(기술지원 요원 사칭), 암호화폐 및 금괴를 이용한 자금 세탁, 조직범죄, 컴퓨터 및 은행계좌 무단 접근","CBI(중앙수사국), FBI(미국 연방수사국), INTERPOL(인터폴), 인도 각 지역 경찰, 각국 법집행기관(피해자 및 용의자 국적에 따라 다수 협력)","인도, 미국, 전 세계(피해자 및 용의자 국적 다양)","CBI와 FBI가 ‘Operation Chakra-III’ 작전을 통해 뭄바이와 콜카타 등 7곳에서 동시 압수수색을 실시해 미국인 등 외국인을 상대로 기술지원 요원을 사칭해 컴퓨터와 은행계좌에 무단 접근한 후 453,953달러를 암호화폐 및 금괴로 세탁한 국제 사이버범죄 네트워크를 해체하고, 주범을 체포하며 대량의 금괴와 현금, 증거물을 압수했다.",https://www.freepressjournal.in/mumbai/operation-chakra-iii-cbi-fbi-dismantle-cybercrime-network-in-mumbai-kolkata-mastermind-arrested,,,,,
235,2022,Operation Discovery,1,"사이버범죄, 신분도용, 경제적·성적 갈취, 불법 자금세탁, 불법 무기 소지, 불법 마약 유통, 공무원 사칭(미국 FBI 요원 사칭 포함)","도미니카공화국 검찰총장실, 도미니카공화국 경찰, 도미니카공화국 고위기술범죄특별검찰, 도미니카공화국 자금세탁 및 테러자금조달 특별검찰, 산티아고 검찰, FBI, 미국 국토안보부 수사국(HSI)","도미니카공화국, 미국","도미니카공화국 검찰과 경찰이 FBI 및 미국 국토안보부 수사국과 협력해 ‘Operation Discovery’ 작전을 통해 신분도용, 경제적·성적 갈취, 불법 자금세탁 등으로 수백 명의 미국인을 사기한 초국적 사이버범죄 네트워크를 해체하고, 70여 명을 체포하며 대규모 범죄조직을 무력화했다.",https://dialogo-americas.com/articles/operation-discovery-dismantles-cybercrime-network-in-the-dominican-republic/,,,,,
210,2022,Operation Fox Hunt 2,1,"사이버범죄, 금융사기, 자금세탁, 해킹, 사기, 신분도용, 은행사기, 불법 소득 획득","두바이경찰, 미국 연방수사국(FBI), 미국 법무부, 두바이 검찰","아랍에미리트(두바이), 미국, 나이지리아(용의자 국적), 유럽(피해국 포함)","두바이경찰이 ‘Operation Fox Hunt 2’ 작전으로 나이지리아 출신 인플루언서 Hushpuppi(본명 Ramon Abbas)를 체포해 미국으로 인도하였으며, 미국 법원은 그가 주도한 다국적 사이버범죄 조직의 금융사기, 자금세탁, 신분도용 등 혐의로 11년형을 선고했다.",https://www.arabianbusiness.com/culture-society/dubai-arrested-nigerian-influencer-hushpuppi-sentenced-to-11-years-jail,,,,,
217,2022,Operation Jackal,1,"사이버범죄, 온라인 금융사기, 신분도용, 사기, 자금세탁, 마약 및 인신매매 등(Black Axe와 유사 조직이 관련된 다양한 범죄)","인터폴(Interpol), Interpol Financial Crime and Anti-Corruption Centre(IFCACC), 각국 법집행기관(경찰, 수사기관 등)","나이지리아, 남아프리카공화국, 이탈리아 등 14개국(아시아, 유럽, 북미, 남미 등 4대륙)","인터폴이 주도한 ‘Operation Jackal’ 작전에서 나이지리아의 주요 범죄조직 Black Axe와 연계된 75명을 14개국에서 체포하고, 49곳을 압수수색하며 120만 유로를 압류하는 등 국제 사이버범죄 조직에 강력한 타격을 가했다.",https://www.thecable.ng/interpol-arrests-75-cybercrime-suspects-linked-to-black-axe/,,,,,
229,2022,Operation Killer Bee,1,"사이버범죄, 온라인 사기, 금융사기, 비즈니스 이메일 사기(BEC), 불법 자금 유통, 신용정보 도용, 악성코드(Agent Tesla) 유포 및 사용","인터폴(INTERPOL), 나이지리아 경제범죄수사위원회(EFCC), ASEAN 사이버범죄작전데스크(Asean Cybercrime Operations Desk), 싱가포르 정부, Trend Micro 등 민간 보안기업","브루나이, 캄보디아, 인도네시아, 라오스, 말레이시아, 미얀마, 나이지리아, 필리핀, 싱가포르, 태국, 베트남","인터폴이 주도한 ‘Operation Killer Bee’ 작전에서 나이지리아 경제범죄수사위원회(EFCC)와 동남아시아 10개국 법집행기관이 협력해 Agent Tesla 악성코드를 이용한 금융사기 및 비즈니스 이메일 사기(BEC) 혐의로 나이지리아인 3명을 체포하고, 국제 사이버범죄 조직의 위협을 차단했다.",https://www.interpol.int/News-and-Events/News/2022/Online-scamming-fraud-three-Nigerians-arrested-in-INTERPOL-Operation-Killer-Bee,,,,,
301,2022,Operation Kraken,1,"마약 밀매, 자금세탁, 조직적 범죄, 암호화 통신 플랫폼 불법 운영, 살인 주문 및 폭력 협박, 불법 무기 소지","Europol, 호주 연방경찰(AFP), 아일랜드 경찰(An Garda Síochána), 이탈리아 경찰, 캐나다 경찰, 프랑스 경찰, 아이슬란드 경찰, 네덜란드 경찰, 스웨덴 경찰, 미국 법집행기관","호주, 캐나다, 프랑스, 아이슬란드, 아일랜드, 이탈리아, 네덜란드, 스웨덴, 미국","Europol과 9개국 법집행기관이 협력한 ‘Operation Kraken’ 작전에서 암호화 통신 플랫폼 ‘Ghost’를 해체하고, 마약 밀매 및 자금세탁 등 조직적 범죄에 관여한 51명을 체포하며, 무기·마약·현금 등 대량의 증거를 압수해 전 세계 조직범죄 네트워크에 중대한 타격을 입혔다.",https://www.reuters.com/technology/cybersecurity/ghost-cybercrime-platform-dismantled-global-operation-51-arrested-2024-09-18/,,,,,
285,2022,(가칭)Operation FakeMall Takedown,1,"사이버 사기, 신분도용, 불법 금융거래, 계정 정보 유출, 피싱, 데이터 절도, 조직적 사이버범죄","Europol, 독일 하노버 경찰(Polizeidirektion Hannover), Verden 검찰청(Staatsanwaltschaft Verden), 각국 법집행기관(독일, 오스트리아, 핀란드, 네덜란드, 노르웨이 등)","독일, 오스트리아, 핀란드, 네덜란드, 노르웨이","Europol과 독일 하노버 경찰이 주도하고 여러 유럽 국가가 협력한 작전에서 사이버 범죄 마켓플레이스와 연계된 가짜 온라인 쇼핑 사이트 네트워크를 해체하고, 50개 이상의 서버를 압수하며, 2명의 주요 용의자를 체포하고 200TB 이상의 디지털 증거를 확보해 대규모 온라인 사기 조직을 무력화했다.",https://www.europol.europa.eu/media-press/newsroom/news/fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline,,,,,
215,2022,(가칭)Operation Black Axe,1,"사이버범죄, 비즈니스 이메일 위장 사기(BEC), 투자사기, 실업보험 사기, 온라인 연애사기, 자금세탁","미국 연방수사국(FBI), 텍사스 주 경찰, 미국 법무부","미국, 나이지리아(범죄 조직 본부)","미국 연방수사국(FBI)이 나이지리아 기반 범죄조직 ‘Black Axe’ 소속 33명을 체포해, 2017년부터 비즈니스 이메일 위장 사기(BEC), 투자사기, 실업보험 사기, 온라인 연애사기 등으로 1억 7천만 원 이상(미화 1,700만 달러)을 절취한 사실을 밝혔다.",https://therecord.media/us-arrests-33-bec-scammers-linked-to-nigerian-crime-syndicate,,,,,
226,2022,(가칭)Operation Marketplace A,1,"와이어 사기(wire fraud), 접근장치 사기(access device fraud), 중대한 신분도용(aggravated identity theft), 불법 접근장치 유통, 불법 접근장치 보유, 불법 접근장치 권유 등","미국 법무부(DOJ), FBI, 동부 텍사스 연방검찰(EDTX), 라트비아 국가경찰(State Police of Latvia)","미국, 라트비아","러시아인 이고르 데흐티아르추크는 2018년부터 신용카드 정보, 온라인 계정 로그인 등 도용 데이터를 판매하는 사이버범죄 마켓플레이스 A를 운영한 혐의로 미국 법무부와 FBI에 의해 기소되어 FBI 사이버 최우수 수배자 명단에 올랐으며, 동부 텍사스 연방대배심에서 체포 영장이 발부되었다.",https://cyberscoop.com/igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi/,,,,,
232,2022,(가칭)Operation Molo Sanction,1,"미국 정부 제재 위반, 사이버범죄(러시아 군사정보기관 주도), 불법 자금 세탁, 불법 이득 취득","미국 법무부(DOJ), FBI, 미국 재무부, 유럽 각국 수사기관(협력)","미국, 유럽(협력기관 소재 국가)","미국 법무부와 FBI가 러시아의 크렘린과 연계된 올리가르흐 콘스탄틴 말로페예프를 미국 제재 위반 혐의로 기소하고, 러시아 군사정보기관이 주도한 사이버범죄 조직을 해체하는 등 러시아의 불법 자산 및 사이버범죄에 대한 국제적 대응을 강화했다.",https://www.pressherald.com/2022/04/06/u-s-charges-russian-oligarch-dismantles-cybercrime-operation/,,,,,
237,2022,(가칭)Operation Raccoon Sweep,1,"사이버범죄, 컴퓨터 관련 사기 음모, 금융사기 음모, 자금세탁 음모, 중대한 신분도용, 불법 데이터 도용","미국 법무부(DOJ), FBI, 네덜란드 경찰, 이탈리아 경찰","미국, 네덜란드, 이탈리아","미국 법무부와 FBI가 네덜란드 및 이탈리아 경찰과 협력해 ‘Raccoon Infostealer’ 악성코드 운영을 주도한 우크라이나인 마크 솔로프스키를 체포하고, 전 세계 수백만 대의 컴퓨터를 감염시켜 5천만 건 이상의 개인정보를 탈취한 국제 사이버범죄 조직의 디지털 인프라를 해체했다.",https://www.scworld.com/brief/cybercriminals-increasingly-using-caramel-credit-card-theft-service,,,,,
358,2022,(가칭)Operation JP Morgan,1,"랜섬웨어, 악성 광고, 악성코드유포, 신분도용, 자금세탁","미국 법무부, 미국 비밀경호국(USSS), FBI, 영국 국가범죄수사국(NCA), 스페인 경찰","영국, 미국, 스페인","영국, 미국, 스페인 등 국제 공조로 “J.P. Morgan”으로 알려진 랜섬웨어 조직의 수장 막심 실니카우(Maksim Silnikau)와 동조자들을 체포·송환하여, 2011년부터 수천만 달러를 갈취한 대규모 랜섬웨어 및 악성코드 네트워크를 해체했다.",https://www.occrp.org/en/news/ransomware-kingpin-extradited-to-us-faces-decades-in-prison,,,,,
262,2023,Africa Cyber Surge II,1,"사이버범죄, 온라인 사기, 피싱, 비즈니스 이메일 침해(BEC), 익스터션(협박), 스캠, 불법 금융거래, 메시징 플랫폼 사기, 예술품 사기, 머니 뮬 활동","인터폴(INTERPOL), 아프리폴(AFRIPOL), 아프리카 25개국 경찰 및 수사기관, Group-IB, Trend Micro, Kaspersky, Coinbase 등 민간 기업","카메룬, 나이지리아, 모리셔스, 감비아, 케냐 등 아프리카 25개국","인터폴과 아프리폴이 주도하고 아프리카 25개국 법집행기관 및 민간 기업이 협력한 ‘Africa Cyber Surge II’ 작전에서 14명의 사이버범죄 용의자를 체포하고, 2만 개 이상의 사이버범죄 네트워크와 1,400여 개의 피싱 사이트, 수백 개의 악성 IP 및 봇넷을 무력화하며, 4천만 달러 이상의 금융 피해와 관련된 조직적 범죄를 적발했다.",https://therecord.media/africa-cyber-surge-14-arrests-interpol,,,,,
243,2023,HAECHI IV,1,"사이버범죄, 투자사기, 로맨스사기, 불법 온라인 도박 관련 자금세탁, 온라인 섹스토션, 보이스피싱, 비즈니스 이메일 사기(BEC), 이커머스 사기, 암호화폐 사기, 불법 마약, 악성코드, 가짜 문서 유통(Kingdom Market 관련)","인터폴(INTERPOL), 한국 경찰, 필리핀 경찰, 미국 법무부(DOJ), FBI, 독일 연방경찰, 스위스 경찰, 우크라이나 경찰, 몰도바 경찰, 호주 경찰 등","한국, 필리핀, 미국, 독일, 스위스, 우크라이나, 몰도바, 호주, 아시아·유럽·아프리카 34개국(한글로는 ‘한국, 필리핀, 미국, 독일, 스위스, 우크라이나, 몰도바, 호주, 아시아·유럽·아프리카 34개국’)","인터폴이 주도한 HAECHI IV 작전에서 34개국 법집행기관이 협력해 투자사기, 로맨스사기, 자금세탁, 보이스피싱, 비즈니스 이메일 사기(BEC), 이커머스 사기 등 다양한 금융 사이버범죄로 약 3,500명의 용의자를 체포하고, 3억 달러(현금 및 가상자산)를 압수했다.

이번 작전에서 82,112개 은행계좌와 367개 가상자산계좌가 차단되었으며, 필리핀과 한국 경찰이 마닐라에서 온라인 도박 인물을 체포했다.

독일은 미국, 스위스, 우크라이나, 몰도바와 협력해 다크웹 마켓플레이스 ‘Kingdom Market’을 해체하고, 마약, 악성코드, 가짜 문서 등 불법상품 유통을 차단했다.

미국 법무부와 FBI, 호주 당국은 랜섬웨어 서비스 ‘BlackCat’(ALPHV) 인프라를 압수하는 등 국제 사이버범죄 대응을 확대했다.

인터폴은 신종 암호화폐 투자사기(‘rug pull’ 사기), 생성형 AI와 딥페이크를 활용한 신분 사칭 사기 등 신규 위협에 대해 각국에 경고했다.",https://securityboulevard.com/2023/12/international-investigations-target-financial-cybercrime/,,,,,
253,2023,Operation Chakra-II,1,"사이버범죄, 조직적 금융범죄, 암호화폐 사기, 기술지원 사기(Tech Support Fraud), 신분도용, 불법 콜센터 운영, 불법 금융거래","인도 중앙수사국(CBI), 인도 내 각 지역 경찰, Microsoft, Amazon, 미국 연방수사국(FBI), Interpol(국제형사경찰기구), 영국 국가범죄수사국(NCA), 싱가포르 경찰, 독일 연방범죄청(BKA)","인도, 미국, 영국, 싱가포르, 독일","인도 중앙수사국(CBI)이 Microsoft, Amazon, 미국 FBI, Interpol 등 국내외 기관과 협력하여 ‘Operation Chakra-II’ 작전을 통해 전국 76곳을 동시에 수색하며, 암호화폐 사기 및 기술지원 사기 등 조직적 금융 사이버범죄 네트워크의 인프라를 무력화하고 다수의 전자기기와 증거를 압수했다.",https://www.newsbytesapp.com/news/india/operation-chakra-ii-cbi-launches-crackdown-on-cybercrime-gangs/story,,,,,
289,2023,Operation Contender 2.0,1,"피싱, 신분도용, 불법 금융거래, 데이터 절도, 사기, 계정 정보 유출, 불법 서버 운영, 로맨스 사기, 비즈니스 이메일 침해(BEC)","INTERPOL, 코트디부아르 사이버범죄팀(Côte d’Ivoire Cyber Unit), 스위스 경찰, 나이지리아 경찰, INTERPOL AFJOC(아프리카 합동 사이버범죄 대응팀), Trend Micro, Group-IB","코트디부아르, 스위스, 나이지리아","INTERPOL과 코트디부아르, 스위스, 나이지리아 법집행기관이 협력한 ‘Operation Contender 2.0’ 작전에서 대규모 피싱 및 로맨스 사기 조직을 적발하여 코트디부아르에서 8명을 체포하고, 스위스 시민을 대상으로 한 140만 달러 이상의 금융 피해를 확인하며, 대규모 사이버범죄 네트워크에 중대한 타격을 입혔다.",https://www.interpol.int/News-and-Events/News/2024/Arrests-in-international-operation-targeting-cybercriminals-in-West-Africa,,,,,
249,2023,Operation Cookie Monster,1,"사이버범죄, 신분도용, 불법 데이터 판매, 악성코드유포, 랜섬웨어, 불법 금융거래, 서버 침입 및 정보탈취","미국 연방수사국(FBI), 미국 법무부(DOJ), 영국 국가범죄수사국(NCA), 호주 연방경찰(AFP), 캐나다 경찰, 독일 경찰, 네덜란드 경찰, 스웨덴 경찰, 유로폴(Europol), 유럽 각국 경찰 및 수사기관","미국, 영국, 호주, 캐나다, 독일, 네덜란드, 스웨덴, 유럽 10개국 이상","미국 FBI가 주도한 ‘Operation Cookie Monster’ 작전에서 영국, 호주, 캐나다, 독일, 네덜란드, 스웨덴 등 10개국 이상의 법집행기관이 협력해 세계 최대 규모의 신분도용 및 불법 데이터 판매 시장 ‘Genesis Market’을 폐쇄했다.

전 세계적으로 120명 이상의 용의자가 체포되고, 200건 이상의 수색이 이루어졌으며, 59,000명 이상의 시장 이용자 정보가 확인되었다.

Genesis Market은 2017년부터 운영되며, 해킹된 컴퓨터의 로그인 정보, 쿠키, 디지털 지문 등 다양한 개인정보를 판매해 신분도용, 랜섬웨어, 불법 금융거래 등 다양한 사이버범죄에 이용되었다.

FBI는 피해자 알림을 위해 수백만 건의 이메일 주소와 비밀번호를 ‘Have I Been Pwned’ 등 보안 서비스에 제공했다.

이번 작전은 국제 협력의 중요성을 보여주며, 사이버범죄 대응에 있어 법집행기관 간 정보공유와 공동 대응의 성공적 사례로 평가받고 있다.",https://www.9news.com.au/world/fbi-seizes-popular-cybercrime-forum-genesis-market-used-for-large-scale-identity-theft/0e7d2fab-5491-4ece-8520-3232aa43f0c0,,,,,
412,2023,Operation Endgame1,1,"악성코드유포, 랜섬웨어, 트로이목마, 정보 탈취, 사기, 데이터 침해, 신분 도용, 불법 자금 이체","미국 법무부(DOJ), FBI, Europol, 독일 연방경찰, 네덜란드 경찰, 호주 연방경찰, 루마니아 경찰, CrowdStrike, ESET, Proofpoint, Team Cymru, ZScaler","미국, 독일, 네덜란드, 호주, 루마니아","미국, 유럽, 호주 등 국제 법집행기관이 Operation Endgame의 일환으로 Cryptor 악성코드 명령제어 서버를 압류하고, 관련 용의자를 체포하며, 전 세계적으로 피해를 야기한 악성코드 네트워크를 해체하였다.",https://therecord.media/international-operation-takes-down-cryptor,,,,,
212,2023,Operation HAECHI III,1,"온라인 사기, 보이스 피싱, 연애사기, 섹스토션(성적 협박), 투자사기, 불법 온라인 도박 관련 자금세탁 등","인터폴(INTERPOL), 각국 법집행기관(최소 30개국 이상의 경찰, 수사기관), 인터폴 내셔널 센트럴 뷰로(한국, 인도, 호주 등)","한국, 인도, 호주, 아일랜드, 그리스, 이탈리아 등 최소 30개국(아시아, 유럽, 북미, 남미, 아프리카, 오세아니아 전역)","인터폴 주도 하에 전 세계 30개국 이상의 법집행기관이 5개월간 ‘Operation HAECHI III’을 펼쳐 975명의 사이버범죄자를 체포하고, 1억 3천만 달러 상당의 자산을 회수하며 온라인 사기, 보이스 피싱, 연애사기, 섹스토션 등 다양한 사이버범죄를 적발했다.",https://www.cpomagazine.com/cyber-security/interpol-arrested-almost-1000-cybercriminals-and-recovered-130-million-in-global-operation/,,,,,
265,2023,Operation Nervone,1,"사이버범죄, 비즈니스 이메일 침해(BEC), 피싱, 악성코드유포, 불법 금융거래, 시스템 침입, 데이터 절도, 자금세탁","INTERPOL, AFRIPOL, Group-IB, Orange S.A., 코트디부아르 정보기술 및 디지털흔적분석국(DITT), 미국 비밀경찰(US Secret Service), Booz Allen Hamilton DarkLabs","코트디부아르, 프랑스, 미국, 영국, 독일, 아프리카 15개국 피해국, 아시아, 라틴아메리카 등","INTERPOL이 주도하고 Group-IB 및 Orange 등이 협력한 ‘Operation Nervone’ 작전에서, 코트디부아르 당국이 프랑스어권 사이버범죄 조직 OPERA1ER의 주요 용의자를 체포하며, 15개국에서 30건 이상의 금융기관 및 통신사 공격과 최대 3,000만 달러의 피해를 낸 범죄 네트워크를 무력화했다.",https://www.group-ib.com/media-center/press-releases/operation-nervone/,,,,,
282,2023,Operation Synergia,1,"피싱, 악성코드, 랜섬웨어, 불법 금융거래, 데이터 절도, 계정 정보 유출, 불법 서버 운영","INTERPOL, Kaspersky, INTERPOL Gateway 프로젝트 파트너(각국 법집행기관, 민간 사이버보안 기업)",INTERPOL 회원국 50개국 이상,"INTERPOL과 Kaspersky 등 민간 파트너가 협력한 ‘Operation Synergia’ 작전에서 50개국 이상의 법집행기관이 피싱, 악성코드, 랜섬웨어 등 범죄 인프라를 무력화하고, 1,300여 개의 의심 서버를 확인해 그 중 70%를 조치하며 31명을 체포하는 등 대규모 국제 사이버범죄 네트워크에 타격을 입혔다.",https://www.kaspersky.com/about/press-releases/kaspersky-shares-cyberthreat-data-with-interpol-in-operation-to-disrupt-transnational-cybercrime,,,,,
248,2023,Qakbot,1,"사이버범죄, 악성코드(Qakbot) 유포, 랜섬웨어, 데이터 도용, 불법 금융거래","미국 법무부(DOJ), FBI, 네덜란드 경찰, 프랑스 경찰, 독일 경찰, 루마니아 경찰, 라트비아 경찰, 유로폴(Europol), 미국 사이버보안기업 등","미국, 네덜란드, 프랑스, 독일, 루마니아, 라트비아","미국 법무부와 FBI, 네덜란드 등 6개국 경찰이 협력해 Qakbot 악성코드의 서버 22대를 네덜란드에서 압수하고, 랜섬웨어 및 데이터 도용 등 전 세계적 사이버범죄 인프라를 해체하는 데 성공했다.",https://www.curacaochronicle.com/post/world/international-operation-dismantles-qakbot-malware-22-servers-seized-in-the-netherlands/,,,,,
439,2023,(가칭)Operation Crypto Blender,1,"자금세탁 공모, 무면허 자금 송금 사업 운영, 랜섬웨어 수익 세탁, 암호화폐 절도, 불법 금융정보 거래, 사이버범죄","미국 법무부(DOJ), 미국 연방수사국(FBI), 네덜란드 재정정보조사국(FI-IS), 핀란드 국립수사국(NBI), 미국 재무부 OFAC","미국, 네덜란드, 핀란드, 러시아(피의자 국적)","미국 법무부와 국제 공조기관이 블렌더(Blender.io)와 신바드(Sinbad.io) 암호화폐 믹서를 운영하며 랜섬웨어 등 불법 수익을 세탁한 러시아인 3명을 기소하고, 서비스 인프라를 단속해 범죄 네트워크에 타격을 입혔다.",https://cyberscoop.com/russians-crypto-mixers-doj-charges/,,,,,
197,2023,(가칭)Operation Africa CyberDesk,1,사이버범죄(인터넷 사기 등 포함),"인터폴(INTERPOL), 영국 외교부(UK Foreign Office), 각국 경찰 및 수사기관",아프리카 49개국(구체적 국가명 미상세),"인터폴(INTERPOL)이 영국 지원으로 아프리카 49개국의 사이버범죄 대응 역량 강화를 위해 새로운 사이버범죄 운영 데스크를 설립하고, 정보 기반의 공동작전 및 연례 위협 평가를 지원하는 이니셔티브를 시작했다",https://www.interpol.int/News-and-Events/News/2021/INTERPOL-launches-initiative-to-fight-cybercrime-in-Africa,,,,,
244,2023,(가칭)Operation IRS Scamcall,1,"사이버범죄, 신분사칭(미국 세무서, 사회보장국, 마약단속국 등 공무원 사칭), 사기(cheating), 갈취(extortion), 공모(criminal conspiracy), 신분도용(identity theft), 위장(impersonation)","델리 경찰(Intelligence Fusion & Strategic Operations, IFSO), FBI, 인터폴","인도, 미국, 우간다","델리 경찰이 FBI와 인터폴과 협력해 인도, 미국, 우간다에 걸친 국제 사이버범죄 조직을 적발했다.

범죄자들은 미국 세무서(IRS), 사회보장국, 마약단속국 등 공무원을 사칭해 콜센터를 운영하며 수백만 달러 규모의 사기와 갈취, 신분도용을 저질렀다.

주요 용의자(파르트 아마르카 등)는 우간다와 인도에서 범죄 활동을 주도했으며, 인도 내 여러 지역에서 체포되었다.

FBI는 50명 이상을 조사했으며, 2,000만 달러 이상의 사기 증거를 확보했다.

체포된 4명은 인도 형법 및 정보기술법 위반 혐의로 기소되었다.

",https://theprint.in/india/delhi-police-busts-international-cyber-crime-syndicate-in-operation-with-fbi-interpol/1631464/,,,,,
263,2023,(가칭)Operation Hive Collapse,1,"랜섬웨어, 데이터 암호화 및 갈취, 사이버범죄, 불법 금융거래, 시스템 침입, 조직적 범죄","FBI, 미국 법무부(DOJ), 유로폴(Europol), 독일 경찰, 네덜란드 경찰, 영국 국가범죄수사국(NCA), 미국 비밀경찰(US Secret Service), 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","미국, 독일, 네덜란드, 영국, 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","미국 FBI와 유로폴, 독일 및 네덜란드 등 13개국 법집행기관이 협력해 2022년 7월부터 2023년 1월까지 Hive 랜섬웨어 그룹의 서버와 인프라를 침투·해체하고, 피해자에게 복호화 키를 제공하여 1억 달러 이상의 랜섬웨어 피해를 방지하는 등 대규모 사이버범죄 네트워크를 무력화했다.",https://www.europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,,,,,
264,2023,(가칭)Operation RansomCollective,1,"랜섬웨어, 갈취, 신분도용, 데이터 절도, 불법 금융거래, 사이버범죄, 악성코드유포, 피싱, 협박, 시스템 침입, 조직적 범죄","FBI, 유로폴(Europol), 스페인 경찰, 미국 법무부(DOJ), 각국 경찰 및 수사기관","미국, 스페인, 우크라이나, 독일, 이탈리아, 아르헨티나, 칠레, 일본 등","2023년 12월, FBI와 유로폴 등 국제 법집행기관이 BlackCat/ALPHV, LockerGoga, MegaCortex, Hive, Dharma 등 주요 랜섬웨어 인프라를 무력화하고, 스페인에서 Kelvin Security 해킹조직 주동자 체포 등 다양한 사이버범죄 대응 성과를 거두었으며, 신분도용 및 갈취 등 새로운 사이버 위협이 지속되고 있다.",https://www.sentinelone.com/blog/december-2023-cybercrime-update-extortion-trends-identity-focused-attacks-counter-operations/,,,,,
307,2023,(가칭)Operation Genesis,1,"온라인 범죄 시장 운영, 도용 신원 거래, 불법 계정 접근권 판매, 사기, 랜섬웨어 공격, 조직적 사이버범죄","캐나다 왕립기마경찰(NC3), FBI, 28개 캐나다 법집행기관, 각국 법집행기관(18개국)","캐나다, 미국, 영국, 프랑스, 독일, 네덜란드, 스웨덴, 오스트레일리아, 뉴질랜드, 스위스, 폴란드, 체코, 덴마크, 노르웨이, 핀란드, 포르투갈, 루마니아, 에스토니아 등","FBI와 캐나다 왕립기마경찰(NC3)이 주도하고 18개국 법집행기관이 협력한 작전에서 Genesis Market이라는 대규모 온라인 범죄 시장의 인프라와 웹사이트를 해체하고, 150만 개 이상의 봇과 200만 개 이상의 신원 정보를 압수하며, 전 세계적으로 수많은 체포와 경찰 조치를 통해 조직적 사이버범죄에 중대한 타격을 입혔다.",https://rcmp.ca/en/gazette/rcmp-specialized-unit-combats-cybercrime-through-teamwork,,,,,
327,2023,(가칭)Operation ScamCamp,1,"컴퓨터사기, 인신매매, 연애 사기(로맨스 스캠), 피싱, 불법 체류, 강제 노동, 조직범죄","각국 경찰(특히 아시아 및 아프리카), 인터폴, 비정부기구(NGO), 인터넷 서비스 제공자(ISP)","필리핀, 캄보디아, 라오스, 미얀마, 싱가포르, 타이, 베트남, 케냐, 우간다, 나이지리아 등","아시아와 아프리카의 여러 국가에서 조직적 범죄 네트워크가 인신매매 피해자를 동원해 연애 사기, 피싱, 사이버사기 등 다양한 범죄를 저지르고 있으며, 각국 경찰과 인터폴, NGO 등이 협력해 관련 범죄 단속과 피해자 구제에 나서고 있다.",https://www.nytimes.com/2024/09/10/business/scammers-trafficking-cybercrime.html,,,,,
368,2023,(가칭)Operation XHelper,1,"자금세탁, 컴퓨터사기, 신분도용, 불법 금융거래, 조직범죄, 악성앱(XHelper) 유포, 마구 계좌 운영, 피싱","CloudSEK(보안 연구기관), 각국 법집행기관(Europol 포함), 인도 은행, 인도 경찰, 글로벌 사이버보안 기업","인도, 중국, 전 세계(피해자 및 용의자 국적 다양)","CloudSEK과 Europol 등은 2023년 10월 말부터 인도 UPI 시스템을 악용해 XHelper 앱으로 수십만 마구 계좌를 조직적으로 관리하며 불법 자금을 세탁한 국제 범죄 네트워크를 적발했고, 글로벌 단속 과정에서 마구 계좌 소유자와 모집자 등 수천 명을 체포해 범죄 해체에 나섰다.",https://thehackernews.com/2024/03/how-cybercriminals-are-exploiting.html,,,,,
408,2023,(가칭)Operation EuroPak Fraud,1,"온라인 사기, 신분 도용, 불법 자금 이체, 신용카드 사기, 데이터 침해","네덜란드 법무부(DOJ), 네덜란드 경찰, 파키스탄 경찰, 현지 금융기관","네덜란드, 파키스탄","네덜란드 법무부와 경찰이 파키스탄 경찰과 협력해 온라인 사기, 신분 도용, 신용카드 사기 등 다양한 사이버범죄를 저지른 용의자를 체포하고, 현지 금융기관의 지원을 받아 범죄 네트워크를 해체하였다.",https://therecord.media/pakistan-cybercrime-busted-dutch-doj,,,,,
411,2023,(가칭)Operation SA-ID Theft,1,"해킹, 신분 도용, 온라인 사기, 불법 자금 이체, 신용카드 사기, 데이터 침해","INTERPOL, 남아프리카공화국 경찰, 남아프리카공화국 금융 정보 분석 센터(Financial Intelligence Centre, FIC), 현지 은행, 현지 사이버범죄 수사팀INTERPOL, 남아프리카공화국 경찰, 남아프리카공화국 금융 정보 분석 센터(Financial Intelligence Centre, FIC), 현지 은행, 현지 사이버범죄 수사팀",남아프리카공화국남아프리카공화국,"INTERPOL과 남아프리카공화국 경찰이 협력해 신분 도용 및 온라인 사기, 불법 자금 이체 등 다양한 사이버범죄를 저지른 조직을 단속하여, 현지 은행과 금융정보센터의 지원을 받아 범죄 네트워크를 해체하고 용의자를 체포하였다.",https://techpoint.africa/news/interpol-busts-cybercrime-in-south-africa/,,,,,
